user_id,date,country,device,browser,source,age_group,gender,loyalty_tier,group,converted,revenue,session_duration_sec,pages_visited
5155299,2024-02-14,US,Mobile,Safari,Facebook,18-24,Female,Bronze,Control,0,0.0,368,8
7249859,2024-01-12,UK,Mobile,Chrome,Email,45-54,Male,Bronze,Control,0,0.0,94,5
3305413,2024-01-20,JP,Mobile,Chrome,Referral,25-34,Female,Bronze,Control,0,0.0,561,3
4910197,2024-01-24,UK,Mobile,Chrome,Direct,25-34,Female,Bronze,Control,0,0.0,131,5
6558019,2024-01-06,JP,Mobile,Chrome,Facebook,35-44,Female,Silver,Control,0,0.0,127,3
6414709,2024-01-08,JP,Mobile,Safari,Google Ads,25-34,Female,Bronze,Treatment,1,11.64,44,4
1271836,2024-02-04,UK,Mobile,Safari,Google Ads,45-54,Male,Bronze,Control,0,0.0,252,2
4584702,2024-01-27,FR,Mobile,Safari,Email,18-24,Male,Bronze,Control,0,0.0,65,5
8281369,2024-01-01,CA,Desktop,Firefox,Google Ads,25-34,Male,Gold,Treatment,0,0.0,14,4
3299435,2024-02-08,US,Mobile,Chrome,Direct,45-54,Female,Platinum,Control,0,0.0,168,4
9585377,2024-01-04,DE,Mobile,Firefox,Facebook,35-44,Female,Silver,Control,0,0.0,189,2
3658505,2024-02-04,US,Mobile,Chrome,Facebook,18-24,Male,Gold,Treatment,0,0.0,448,2
2271741,2024-01-22,DE,Mobile,Safari,Direct,55-64,Male,Bronze,Control,0,0.0,307,2
4769315,2024-01-08,US,Mobile,Chrome,TikTok,25-34,Male,Platinum,Control,0,0.0,125,1
2046797,2024-01-25,CA,Desktop,Safari,Organic Search,35-44,Female,Platinum,Control,0,0.0,180,1
4047262,2024-01-21,FR,Tablet,Edge,Google Ads,55-64,Female,Bronze,Control,0,0.0,25,7
1564685,2024-01-03,FR,Desktop,Safari,Direct,25-34,Female,Silver,Treatment,0,0.0,365,5
3879190,2024-02-03,US,Mobile,Chrome,Referral,45-54,Female,Silver,Control,0,0.0,197,4
6596411,2024-01-16,FR,Tablet,Firefox,Email,65+,Male,Gold,Treatment,0,0.0,121,3
2007293,2024-01-18,IN,Mobile,Chrome,Direct,35-44,Female,Bronze,Treatment,0,0.0,64,4
5774183,2024-02-06,US,Mobile,Edge,Facebook,35-44,Male,Silver,Treatment,0,0.0,12,3
4366612,2024-01-15,JP,Mobile,Chrome,TikTok,65+,Male,Gold,Control,0,0.0,665,8
9411855,2024-02-10,UK,Desktop,Chrome,Referral,25-34,Male,Silver,Control,0,0.0,114,3
6267180,2024-01-04,UK,Desktop,Chrome,Direct,65+,Female,Bronze,Control,0,0.0,48,3
8807313,2024-02-09,UK,Mobile,Samsung Internet,Google Ads,18-24,Male,Silver,Control,0,0.0,102,3
3704238,2024-01-18,JP,Mobile,Firefox,Direct,35-44,Male,Bronze,Treatment,0,0.0,65,4
3630708,2024-01-20,US,Mobile,Samsung Internet,Organic Search,18-24,Female,Bronze,Control,0,0.0,70,1
4494679,2024-01-07,FR,Desktop,Samsung Internet,TikTok,18-24,Female,Silver,Control,0,0.0,87,2
6517209,2024-02-04,US,Desktop,Chrome,Facebook,25-34,Male,Bronze,Treatment,0,0.0,405,3
2767640,2024-01-14,CA,Tablet,Chrome,Email,65+,Female,Silver,Control,0,0.0,78,6
7723771,2024-01-20,KR,Desktop,Chrome,Direct,25-34,Female,Bronze,Treatment,0,0.0,9,2
2285160,2024-01-08,KR,Desktop,Chrome,Facebook,25-34,Female,Bronze,Control,0,0.0,32,2
7080526,2024-01-03,US,Desktop,Safari,Direct,18-24,Male,Bronze,Control,0,0.0,83,5
6173036,2024-01-02,AU,Tablet,Chrome,Email,55-64,Male,Silver,Treatment,0,0.0,699,7
2425472,2024-02-11,FR,Mobile,Chrome,Email,55-64,Female,Bronze,Control,0,0.0,134,6
1048984,2024-01-10,CA,Desktop,Chrome,Google Ads,55-64,Male,Silver,Control,0,0.0,216,3
7556168,2024-01-21,UK,Desktop,Chrome,Facebook,35-44,Male,Gold,Treatment,0,0.0,130,2
2504384,2024-02-08,US,Mobile,Chrome,Email,35-44,Male,Silver,Treatment,0,0.0,182,6
3230919,2024-01-15,UK,Mobile,Safari,TikTok,55-64,Female,Silver,Treatment,0,0.0,86,1
7940119,2024-01-29,KR,Mobile,Chrome,Google Ads,55-64,Female,Silver,Treatment,0,0.0,212,4
2737095,2024-01-11,US,Desktop,Chrome,Facebook,18-24,Female,Silver,Treatment,1,32.64,810,4
5780450,2024-01-10,JP,Desktop,Safari,Direct,25-34,Male,Bronze,Control,1,39.63,153,8
8469344,2024-02-03,DE,Desktop,Chrome,Referral,65+,Male,Silver,Control,1,18.93,352,9
3109818,2024-01-03,IN,Mobile,Chrome,Google Ads,25-34,Male,Bronze,Treatment,0,0.0,124,4
3231785,2024-01-28,US,Mobile,Safari,Google Ads,45-54,Female,Silver,Treatment,0,0.0,249,6
4853339,2024-01-04,AU,Mobile,Safari,Organic Search,55-64,Prefer not to say,Silver,Control,0,0.0,410,3
1996107,2024-01-20,US,Mobile,Chrome,Email,45-54,Female,Bronze,Control,0,0.0,218,5
8130144,2024-01-18,IN,Mobile,Chrome,TikTok,25-34,Female,Bronze,Control,0,0.0,35,6
5545583,2024-02-03,FR,Mobile,Safari,Facebook,45-54,Male,Silver,Treatment,0,0.0,78,4
4747389,2024-01-09,KR,Mobile,Chrome,TikTok,25-34,Male,Bronze,Control,0,0.0,121,4
5142807,2024-02-10,BR,Tablet,Chrome,Google Ads,35-44,Male,Silver,Treatment,0,0.0,108,1
8988004,2024-01-17,UK,Mobile,Safari,TikTok,35-44,Non-binary,Bronze,Control,0,0.0,47,5
7245035,2024-02-11,JP,Mobile,Chrome,Referral,65+,Male,Bronze,Treatment,0,0.0,37,3
4602279,2024-01-03,US,Desktop,Chrome,Organic Search,25-34,Female,Bronze,Control,0,0.0,882,2
6515989,2024-01-05,US,Mobile,Safari,Email,25-34,Female,Bronze,Control,0,0.0,389,1
3121690,2024-01-06,JP,Mobile,Samsung Internet,Email,25-34,Non-binary,Platinum,Control,0,0.0,430,3
1491234,2024-01-20,DE,Mobile,Firefox,TikTok,25-34,Female,Bronze,Treatment,0,0.0,41,3
6401218,2024-01-24,US,Mobile,Firefox,Organic Search,18-24,Male,Bronze,Treatment,0,0.0,222,6
7914550,2024-02-12,US,Mobile,Chrome,Facebook,25-34,Male,Bronze,Treatment,0,0.0,1,8
7167294,2024-01-15,UK,Mobile,Safari,Direct,25-34,Female,Bronze,Control,0,0.0,66,5
7906726,2024-01-16,JP,Mobile,Firefox,Google Ads,45-54,Female,Bronze,Control,0,0.0,271,8
6888794,2024-01-04,JP,Mobile,Edge,Email,25-34,Female,Platinum,Control,0,0.0,9,5
8558158,2024-02-07,FR,Mobile,Chrome,Google Ads,45-54,Male,Bronze,Control,0,0.0,347,3
7510425,2024-01-27,US,Mobile,Chrome,TikTok,35-44,Prefer not to say,Bronze,Treatment,0,0.0,85,3
9511017,2024-02-01,UK,Mobile,Edge,Direct,35-44,Female,Platinum,Treatment,0,0.0,200,5
8887739,2024-02-11,FR,Mobile,Firefox,Google Ads,35-44,Male,Gold,Treatment,0,0.0,911,4
1769598,2024-01-21,IN,Mobile,Chrome,TikTok,45-54,Male,Bronze,Control,0,0.0,123,1
6292895,2024-02-09,JP,Mobile,Firefox,Direct,18-24,Male,Silver,Treatment,0,0.0,152,6
8971379,2024-02-10,KR,Mobile,Chrome,TikTok,25-34,Female,Bronze,Control,0,0.0,2,1
4331068,2024-02-01,UK,Mobile,Safari,Direct,35-44,Female,Silver,Treatment,0,0.0,82,7
4256415,2024-02-10,BR,Mobile,Chrome,Facebook,65+,Female,Bronze,Control,0,0.0,140,7
1874371,2024-02-11,AU,Mobile,Firefox,TikTok,45-54,Male,Bronze,Treatment,0,0.0,525,1
6654237,2024-01-23,FR,Mobile,Chrome,Google Ads,45-54,Male,Bronze,Treatment,1,26.57,28,1
1973548,2024-01-25,FR,Tablet,Safari,Referral,25-34,Female,Bronze,Treatment,0,0.0,448,5
4344014,2024-01-04,KR,Mobile,Safari,Email,18-24,Female,Bronze,Treatment,1,21.68,0,4
8064746,2024-01-29,UK,Desktop,Chrome,Facebook,25-34,Female,Bronze,Treatment,0,0.0,116,1
7216204,2024-02-02,UK,Tablet,Safari,Direct,55-64,Male,Bronze,Control,0,0.0,13,7
6193542,2024-02-01,DE,Mobile,Chrome,Facebook,35-44,Female,Silver,Control,0,0.0,66,7
3959034,2024-01-02,IN,Mobile,Safari,Facebook,45-54,Female,Gold,Control,0,0.0,111,1
5574293,2024-01-18,DE,Desktop,Safari,Email,35-44,Male,Gold,Control,0,0.0,71,8
7706971,2024-02-05,FR,Desktop,Safari,Email,25-34,Male,Gold,Control,0,0.0,838,4
1043585,2024-01-13,UK,Mobile,Chrome,Google Ads,35-44,Male,Bronze,Treatment,0,0.0,931,5
3539448,2024-02-01,US,Desktop,Chrome,Email,25-34,Female,Bronze,Control,0,0.0,50,7
1109556,2024-01-19,FR,Mobile,Firefox,Referral,45-54,Female,Bronze,Control,0,0.0,181,3
2575557,2024-02-01,FR,Desktop,Safari,Facebook,35-44,Female,Bronze,Control,0,0.0,336,6
9306461,2024-02-11,US,Desktop,Chrome,Direct,25-34,Male,Silver,Treatment,0,0.0,105,2
3009021,2024-01-03,FR,Tablet,Firefox,Google Ads,18-24,Male,Silver,Treatment,0,0.0,76,5
2201482,2024-01-31,FR,Mobile,Safari,Google Ads,18-24,Male,Bronze,Control,0,0.0,121,3
1542335,2024-01-27,UK,Mobile,Chrome,Direct,55-64,Non-binary,Platinum,Control,0,0.0,121,2
5270070,2024-02-13,IN,Desktop,Firefox,Direct,35-44,Female,Bronze,Treatment,0,0.0,34,6
7700379,2024-02-01,FR,Mobile,Safari,TikTok,25-34,Male,Bronze,Control,0,0.0,284,4
4560920,2024-02-13,US,Desktop,Safari,Facebook,55-64,Female,Gold,Treatment,0,0.0,50,2
7860006,2024-01-31,DE,Mobile,Chrome,Google Ads,25-34,Female,Gold,Treatment,0,0.0,206,5
3484413,2024-01-28,BR,Mobile,Safari,Facebook,55-64,Female,Bronze,Control,0,0.0,8,1
3907360,2024-01-12,CA,Mobile,Chrome,Google Ads,45-54,Female,Silver,Treatment,0,0.0,67,3
6895544,2024-01-02,US,Mobile,Safari,Google Ads,35-44,Female,Bronze,Control,0,0.0,197,2
6697469,2024-01-27,KR,Mobile,Safari,Facebook,25-34,Female,Silver,Treatment,0,0.0,167,4
3235000,2024-01-21,US,Desktop,Chrome,Google Ads,25-34,Male,Silver,Control,0,0.0,66,4
7908531,2024-02-13,US,Mobile,Chrome,Google Ads,25-34,Female,Gold,Treatment,0,0.0,97,2
5322252,2024-01-15,US,Desktop,Firefox,Referral,18-24,Female,Bronze,Control,0,0.0,181,4
6822184,2024-01-19,IN,Mobile,Safari,Google Ads,35-44,Male,Silver,Control,0,0.0,10,6
1402690,2024-02-06,FR,Mobile,Chrome,Google Ads,55-64,Female,Bronze,Treatment,0,0.0,41,2
3548421,2024-02-11,FR,Desktop,Edge,Referral,25-34,Female,Bronze,Control,0,0.0,275,9
2954109,2024-01-20,IN,Desktop,Samsung Internet,Email,65+,Male,Bronze,Control,0,0.0,156,3
5422880,2024-01-29,FR,Tablet,Samsung Internet,Email,25-34,Female,Gold,Control,0,0.0,17,3
8205547,2024-01-11,US,Mobile,Chrome,Email,18-24,Female,Bronze,Control,1,17.22,243,3
9323735,2024-01-18,JP,Desktop,Edge,Referral,25-34,Male,Silver,Control,0,0.0,10,3
7457294,2024-02-10,FR,Desktop,Chrome,TikTok,65+,Male,Bronze,Treatment,0,0.0,486,6
2384250,2024-01-08,IN,Tablet,Chrome,Email,55-64,Female,Bronze,Treatment,0,0.0,90,3
1061087,2024-01-18,US,Mobile,Chrome,Google Ads,65+,Female,Bronze,Treatment,0,0.0,100,5
7409907,2024-02-14,UK,Desktop,Safari,Facebook,45-54,Female,Bronze,Treatment,0,0.0,472,4
2496176,2024-02-06,CA,Mobile,Safari,Direct,25-34,Male,Bronze,Control,0,0.0,46,4
1039353,2024-02-08,US,Mobile,Chrome,Referral,35-44,Male,Bronze,Treatment,0,0.0,126,5
7484531,2024-01-22,IN,Tablet,Safari,Email,25-34,Male,Bronze,Treatment,0,0.0,36,7
4360011,2024-01-29,DE,Mobile,Chrome,Google Ads,65+,Male,Silver,Treatment,0,0.0,39,5
8654909,2024-01-09,CA,Desktop,Safari,Facebook,35-44,Male,Silver,Control,0,0.0,19,4
5259622,2024-02-09,IN,Tablet,Chrome,Email,18-24,Female,Bronze,Control,0,0.0,14,3
5959617,2024-02-12,US,Desktop,Edge,Direct,35-44,Female,Bronze,Treatment,0,0.0,137,4
6725570,2024-02-09,US,Desktop,Safari,Facebook,35-44,Female,Bronze,Treatment,0,0.0,257,2
1416880,2024-01-09,UK,Mobile,Firefox,Google Ads,18-24,Male,Bronze,Treatment,0,0.0,98,6
8072695,2024-02-07,US,Mobile,Firefox,Direct,25-34,Male,Bronze,Control,0,0.0,197,2
8433296,2024-01-26,UK,Tablet,Safari,Google Ads,25-34,Female,Platinum,Control,0,0.0,209,6
5965050,2024-02-05,US,Desktop,Chrome,Facebook,35-44,Female,Silver,Control,0,0.0,437,5
1813168,2024-01-22,DE,Desktop,Safari,Facebook,25-34,Male,Silver,Treatment,0,0.0,67,4
1225281,2024-01-30,IN,Mobile,Chrome,Organic Search,35-44,Male,Gold,Treatment,0,0.0,50,5
4782875,2024-02-07,US,Mobile,Chrome,Facebook,65+,Male,Bronze,Treatment,1,12.44,80,3
3995765,2024-01-26,IN,Mobile,Firefox,Facebook,25-34,Male,Bronze,Control,0,0.0,153,4
8734102,2024-01-09,IN,Desktop,Chrome,Google Ads,55-64,Prefer not to say,Silver,Control,0,0.0,124,4
6595108,2024-02-08,US,Mobile,Chrome,Referral,35-44,Female,Bronze,Treatment,0,0.0,56,5
6674719,2024-02-02,AU,Mobile,Chrome,Facebook,45-54,Male,Bronze,Treatment,0,0.0,146,4
9658144,2024-02-05,US,Mobile,Firefox,Facebook,25-34,Female,Bronze,Control,0,0.0,312,2
7609280,2024-02-05,DE,Mobile,Samsung Internet,Direct,35-44,Female,Platinum,Treatment,0,0.0,90,3
6500306,2024-02-01,BR,Desktop,Chrome,Google Ads,25-34,Male,Gold,Control,0,0.0,280,4
5372093,2024-01-19,JP,Tablet,Safari,Direct,55-64,Female,Bronze,Control,0,0.0,365,7
2561729,2024-01-27,UK,Desktop,Chrome,Referral,25-34,Female,Silver,Control,0,0.0,164,3
6031595,2024-01-11,US,Tablet,Edge,Facebook,18-24,Female,Bronze,Control,0,0.0,169,1
6478047,2024-02-04,FR,Mobile,Safari,Email,25-34,Female,Bronze,Treatment,0,0.0,46,7
2119043,2024-02-02,KR,Mobile,Samsung Internet,Facebook,35-44,Female,Silver,Control,0,0.0,87,3
8103230,2024-01-03,IN,Desktop,Chrome,Facebook,35-44,Male,Platinum,Control,0,0.0,426,4
3558231,2024-01-26,US,Mobile,Safari,Facebook,25-34,Female,Silver,Control,0,0.0,266,1
7659908,2024-01-25,DE,Desktop,Chrome,Email,18-24,Female,Bronze,Control,0,0.0,67,6
4080389,2024-01-04,FR,Mobile,Firefox,Facebook,18-24,Male,Bronze,Treatment,0,0.0,263,6
2661909,2024-02-02,CA,Mobile,Chrome,Email,45-54,Female,Silver,Control,0,0.0,75,3
3656138,2024-01-05,AU,Desktop,Chrome,TikTok,18-24,Female,Bronze,Control,0,0.0,14,6
1110078,2024-01-23,AU,Desktop,Chrome,Google Ads,25-34,Female,Bronze,Control,0,0.0,11,2
2915631,2024-02-09,BR,Mobile,Safari,Direct,25-34,Non-binary,Silver,Control,0,0.0,367,2
7314127,2024-02-11,BR,Tablet,Chrome,TikTok,25-34,Male,Bronze,Treatment,0,0.0,62,2
3008187,2024-02-06,UK,Mobile,Safari,TikTok,18-24,Non-binary,Silver,Control,0,0.0,8,1
2659066,2024-01-17,UK,Mobile,Firefox,Facebook,45-54,Female,Bronze,Control,0,0.0,602,2
3148815,2024-01-26,DE,Mobile,Firefox,Referral,55-64,Female,Bronze,Treatment,0,0.0,171,2
8355740,2024-02-02,IN,Desktop,Safari,Google Ads,25-34,Male,Silver,Treatment,0,0.0,398,3
5506259,2024-02-11,US,Mobile,Firefox,Google Ads,25-34,Male,Bronze,Treatment,0,0.0,332,8
8473915,2024-02-10,UK,Desktop,Chrome,Google Ads,25-34,Female,Silver,Control,1,48.9,127,8
8658426,2024-01-16,US,Desktop,Safari,Email,25-34,Male,Bronze,Treatment,0,0.0,117,1
7404003,2024-02-11,IN,Mobile,Edge,Google Ads,35-44,Male,Silver,Treatment,0,0.0,47,4
5135314,2024-01-23,US,Desktop,Chrome,Google Ads,35-44,Female,Bronze,Treatment,0,0.0,4,3
1910681,2024-01-05,US,Mobile,Safari,Email,45-54,Female,Bronze,Treatment,0,0.0,163,1
2607618,2024-02-08,US,Mobile,Chrome,TikTok,25-34,Male,Bronze,Treatment,0,0.0,230,4
4896830,2024-01-02,BR,Mobile,Chrome,Google Ads,25-34,Male,Silver,Control,0,0.0,2,2
5336787,2024-01-07,AU,Mobile,Chrome,Facebook,45-54,Male,Bronze,Treatment,0,0.0,314,4
3755423,2024-02-07,CA,Mobile,Firefox,Facebook,25-34,Male,Bronze,Control,0,0.0,397,5
1071295,2024-01-14,US,Desktop,Firefox,Google Ads,35-44,Male,Bronze,Control,0,0.0,183,2
8613287,2024-01-25,DE,Mobile,Samsung Internet,TikTok,35-44,Non-binary,Bronze,Control,0,0.0,29,2
4445376,2024-02-08,JP,Mobile,Chrome,Google Ads,25-34,Male,Bronze,Control,0,0.0,230,3
6251035,2024-01-17,BR,Mobile,Safari,Direct,35-44,Female,Silver,Control,0,0.0,30,2
4612600,2024-02-11,IN,Mobile,Firefox,Google Ads,18-24,Female,Bronze,Control,0,0.0,28,3
1825816,2024-02-14,CA,Tablet,Safari,Google Ads,25-34,Female,Bronze,Treatment,0,0.0,95,3
9763313,2024-02-07,US,Mobile,Chrome,Email,35-44,Female,Bronze,Control,0,0.0,136,3
3026793,2024-01-27,IN,Desktop,Chrome,Email,25-34,Female,Silver,Control,0,0.0,18,2
1554594,2024-02-06,DE,Mobile,Chrome,Email,25-34,Female,Bronze,Control,0,0.0,338,5
9536326,2024-01-14,US,Mobile,Firefox,TikTok,25-34,Female,Bronze,Control,0,0.0,322,2
4504473,2024-01-11,KR,Mobile,Safari,Google Ads,25-34,Male,Gold,Control,0,0.0,56,6
8299695,2024-02-03,BR,Mobile,Firefox,Facebook,35-44,Female,Silver,Treatment,0,0.0,140,8
3204664,2024-02-11,AU,Mobile,Safari,TikTok,25-34,Male,Bronze,Treatment,0,0.0,246,5
5341747,2024-01-14,UK,Desktop,Safari,Organic Search,65+,Female,Silver,Treatment,0,0.0,7,4
1686976,2024-02-13,US,Mobile,Safari,Facebook,55-64,Male,Bronze,Treatment,0,0.0,287,4
3472189,2024-02-11,IN,Mobile,Safari,Facebook,35-44,Male,Bronze,Control,0,0.0,24,7
9506404,2024-01-21,DE,Mobile,Safari,Referral,45-54,Female,Silver,Control,0,0.0,465,1
2241082,2024-02-05,IN,Desktop,Chrome,TikTok,65+,Female,Bronze,Control,0,0.0,27,4
6184502,2024-02-01,UK,Desktop,Safari,TikTok,35-44,Female,Bronze,Control,1,9.94,124,5
7561000,2024-01-03,JP,Mobile,Safari,Google Ads,25-34,Female,Bronze,Control,0,0.0,2,4
7671458,2024-01-05,KR,Desktop,Chrome,TikTok,35-44,Male,Gold,Control,0,0.0,320,6
5892306,2024-01-04,CA,Mobile,Chrome,Organic Search,45-54,Male,Silver,Treatment,0,0.0,190,1
4674515,2024-02-11,US,Mobile,Samsung Internet,TikTok,55-64,Male,Silver,Control,0,0.0,48,1
2579159,2024-01-31,US,Mobile,Chrome,TikTok,35-44,Male,Bronze,Treatment,0,0.0,315,1
5515488,2024-01-15,UK,Mobile,Edge,Facebook,55-64,Male,Bronze,Treatment,0,0.0,291,2
7041495,2024-01-21,UK,Mobile,Safari,Organic Search,18-24,Male,Bronze,Control,0,0.0,243,3
9767088,2024-02-09,AU,Mobile,Safari,Referral,35-44,Female,Silver,Control,0,0.0,765,6
7324167,2024-01-09,US,Mobile,Chrome,Facebook,45-54,Male,Bronze,Treatment,0,0.0,202,4
1791971,2024-02-07,US,Mobile,Chrome,TikTok,45-54,Female,Silver,Treatment,0,0.0,177,5
1501157,2024-01-07,US,Mobile,Safari,Google Ads,25-34,Female,Bronze,Control,0,0.0,260,2
5378727,2024-01-21,US,Tablet,Chrome,Email,18-24,Male,Bronze,Control,0,0.0,46,5
5124499,2024-02-11,UK,Mobile,Chrome,TikTok,35-44,Female,Bronze,Control,0,0.0,53,1
6946594,2024-02-03,US,Desktop,Safari,Google Ads,65+,Male,Bronze,Control,0,0.0,423,7
6106799,2024-02-10,KR,Mobile,Chrome,Email,25-34,Female,Silver,Treatment,0,0.0,180,2
5327576,2024-01-02,DE,Desktop,Safari,Google Ads,25-34,Female,Bronze,Control,0,0.0,68,5
5962140,2024-01-27,FR,Mobile,Chrome,Email,55-64,Female,Bronze,Treatment,0,0.0,55,1
3799487,2024-01-11,AU,Mobile,Safari,Referral,45-54,Male,Bronze,Control,0,0.0,21,1
3904941,2024-01-24,DE,Desktop,Chrome,TikTok,45-54,Female,Gold,Treatment,0,0.0,12,1
8983441,2024-01-11,UK,Mobile,Firefox,Google Ads,25-34,Male,Silver,Treatment,0,0.0,155,4
6320385,2024-02-14,FR,Desktop,Safari,Referral,18-24,Female,Bronze,Treatment,0,0.0,2,5
3100021,2024-01-07,US,Mobile,Safari,Facebook,35-44,Male,Silver,Treatment,0,0.0,55,7
7928040,2024-01-07,AU,Mobile,Samsung Internet,TikTok,55-64,Female,Bronze,Treatment,0,0.0,34,1
1618467,2024-02-02,FR,Mobile,Chrome,Google Ads,45-54,Male,Bronze,Treatment,0,0.0,214,5
6333152,2024-01-07,JP,Mobile,Chrome,Direct,55-64,Male,Bronze,Treatment,0,0.0,357,8
8328141,2024-02-08,IN,Desktop,Chrome,Email,35-44,Male,Bronze,Treatment,1,23.73,72,4
6072148,2024-02-14,US,Mobile,Samsung Internet,Email,25-34,Male,Silver,Control,0,0.0,20,5
2707923,2024-01-24,AU,Mobile,Chrome,Email,35-44,Female,Bronze,Treatment,0,0.0,275,7
6134207,2024-02-05,US,Desktop,Safari,Facebook,18-24,Prefer not to say,Bronze,Treatment,0,0.0,9,9
9516999,2024-02-10,US,Mobile,Safari,Referral,18-24,Male,Silver,Treatment,0,0.0,195,5
7730886,2024-02-09,JP,Mobile,Chrome,Direct,55-64,Female,Silver,Treatment,0,0.0,214,7
6853584,2024-01-10,US,Mobile,Chrome,Direct,25-34,Male,Silver,Treatment,0,0.0,306,6
9170528,2024-01-08,US,Desktop,Safari,Google Ads,45-54,Male,Silver,Treatment,0,0.0,51,3
5301754,2024-01-31,KR,Desktop,Safari,TikTok,18-24,Male,Bronze,Treatment,0,0.0,138,3
3269042,2024-02-12,UK,Mobile,Safari,Google Ads,18-24,Male,Silver,Treatment,0,0.0,97,4
2983509,2024-01-18,IN,Desktop,Safari,Facebook,25-34,Female,Silver,Control,0,0.0,34,7
